"ID","filename","序號","預算年度","預算部分","歲出歲入","category","full_name","result","提案人","連署人","place","time_place","cost","action","日期","名稱","url","註記","內容","併案審查註記","who","deleted","frozen","item","item_note","last_cost","last_budget","budget_diff","budget_url"
3055,"委員會-11-2-26-15","1",114,"關於勞動部主管預算。(公務及基金預算)","歲出部分","勞動部","勞動及職業安全衛生研究所","通過","蘇清泉;廖偉翔","盧縣一","社會福利及衛生環境委員會","2024/12/18（社會福利及衛生環境委員會）","1569000","凍結","2024-12-18","第11屆第2會期社會福利及衛生環境委員會第15次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121265/details?meetingDate=113/12/18&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度勞動部勞動及職業安全衛生研究所「一般行政」項下「基本行政工作維持」中「業務費」之「水電費」編列預算156萬9千元，係113年度預算17萬4千元的901.7%，水電費暴增139萬5千元，係何原因？為何電費開支暴增？未詳細說明理由，是否錯誤的能源政策要用全民的納稅錢為民進黨政府買單？鑑於為台灣納稅人嚴格把關政府財政支出之必須，爰針對是項預算凍結百分之十，待勞動部向立法院社會福利及衛生環境委員會提出專案報告，並經同意後，始得動支。【330】","114年度勞動部勞動及職業安全衛生研究所「一般行政」項下「基本行政工作維持」中「業務費」之「水電費」編列預算156萬9千元，合併凍結百分之十，俟勞動部就下列各案向立法院社會福利及衛生環境委員會提出報告，並經同意後，始得動支。","蘇清泉、廖偉翔（盧縣一）","0","156900","5230500100 一般行政 > 02 基本行政工作維持 > 2000 業務費 > 2006 水電費",NA,NA,"174000","1395000 (+802%)","https://www.ilosh.gov.tw/90734/90853/90859/90861/177088/post"
3056,"委員會-11-2-26-15","2",114,"關於勞動部主管預算。(公務及基金預算)","歲出部分","勞動部","勞動及職業安全衛生研究所","通過","陳昭姿","涂權吉;陳菁徽","社會福利及衛生環境委員會","2024/12/18（社會福利及衛生環境委員會）","1569000","凍結","2024-12-18","第11屆第2會期社會福利及衛生環境委員會第15次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121265/details?meetingDate=113/12/18&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度勞動部勞動及職業安全衛生研究所「一般行政」項下「基本行政工作維持」中「業務費」之「水電費」編列預算156萬9千元，相較113年度水電費編列17萬4千元有大幅增加，為撙節國家財政，爰針對是項預算凍結百分之十，俟勞動部向立法院社會福利及衛生環境委員會提出書面報告，並經同意後，始得動支。【331】","114年度勞動部勞動及職業安全衛生研究所「一般行政」項下「基本行政工作維持」中「業務費」之「水電費」編列預算156萬9千元，合併凍結百分之十，俟勞動部就下列各案向立法院社會福利及衛生環境委員會提出報告，並經同意後，始得動支。","陳昭姿（涂權吉、陳菁徽）","0","156900","5230500100 一般行政 > 02 基本行政工作維持 > 2000 業務費 > 2006 水電費",NA,NA,"174000","1395000 (+802%)","https://www.ilosh.gov.tw/90734/90853/90859/90861/177088/post"
3057,"委員會-11-2-26-15","3",114,"關於勞動部主管預算。(公務及基金預算)","歲出部分","勞動部","勞動及職業安全衛生研究所","通過","蘇清泉;廖偉翔","盧縣一","社會福利及衛生環境委員會","2024/12/18（社會福利及衛生環境委員會）","1569000","凍結","2024-12-18","第11屆第2會期社會福利及衛生環境委員會第15次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121265/details?meetingDate=113/12/18&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度勞動部勞動及職業安全衛生研究所「一般行政」項下「基本行政工作維持」中「業務費」之「水電費」編列預算156萬9千元，係113年度預算17萬4千元的901.7%，水電費暴增139萬5千元，係何原因？為何電費開支暴增？未詳細說明理由，是否錯誤的能源政策要用全民的納稅錢為民進黨政府買單？鑑於為台灣納稅人嚴格把關政府財政支出之必須，爰針對是項預算凍結百分之十，待勞動部向立法院社會福利及衛生環境委員會提出專案報告，並經同意後，始得動支。【340】","114年度勞動部勞動及職業安全衛生研究所「一般行政」項下「基本行政工作維持」中「業務費」之「水電費」編列預算156萬9千元，合併凍結百分之十，俟勞動部就下列各案向立法院社會福利及衛生環境委員會提出報告，並經同意後，始得動支。","蘇清泉、廖偉翔（盧縣一）","0","156900","5230500100 一般行政 > 02 基本行政工作維持 > 2000 業務費 > 2006 水電費",NA,NA,"174000","1395000 (+802%)","https://www.ilosh.gov.tw/90734/90853/90859/90861/177088/post"
3058,"委員會-11-2-26-15","三",114,"關於勞動部主管預算。(公務及基金預算)","歲出部分","勞動部","勞動及職業安全衛生研究所","通過","陳瑩","王正旭;楊曜","社會福利及衛生環境委員會","2024/12/18（社會福利及衛生環境委員會）","33945000","凍結","2024-12-18","第11屆第2會期社會福利及衛生環境委員會第15次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024121265/details?meetingDate=113/12/18&meetingTime=09:00-17:30&departmentCode=null",NA,"有關環境部碳費的定價公式近期才發布，初期僅有287家事業單位500個工廠，才需繳納碳費，繳納的時間訂在115年；其中區分高洩露風險，及非高洩露風險的產業，甚至有優惠費率A、B，每噸碳費從300元降到50元及100元；照環境部的公式，高碳排的事業單位，還有0.2的優惠因子，中低碳排的還有2.5萬噸的折扣額度，所以，在相同的條件下，碳排量大的產業可能繳的碳費還比排少的，繳納的錢更低。勞動部勞動及職業安全衛生研究所近期發布有關淨零排放對產業衝擊之研究報告指出，用電多的「電力設備及配備製造業」114年反而會增加5萬7,227人，逐年增加到139年的18萬8,535人；碳費計算是跟用電量成正比的，將來台灣用電量會大增，才會增加電力設備的需求，也因此才有大量勞動力增加的需求！用電量大增，代表碳排會大增，以112年電力排碳係數=0.494公斤CO2，表示消耗1度電等同於排放0.494公斤的二氧化碳當量。即使將來綠電比例增加，係數會降低；但是不會完全取代燒碳，該報告似預告環境部減碳政策不會成功且將來的碳排放會大增與國家政策目標相牴觸。爰針對114年度勞動部勞動及職業安全衛生研究所「勞動及職業安全衛生研究」項下「勞動市場趨勢與就業安全研究」之「業務費」，凍結50萬元，俟勞動部勞動及職業安全衛生研究所於預算通過3個月內向立法院社會福利及衛生環境委員會提出書面報告，並經同意後，始得動支。【339】",NA,"陳瑩（王正旭、楊曜）","0","500000","5230501100 勞動及職業安全衛生研究 > 01 勞動市場趨勢與就業安定研究 > 2000 業務費",NA,NA,"25866000","8079000 (+31%)","https://www.ilosh.gov.tw/90734/90853/90859/90861/177088/post"
3073,"委員會-11-2-35-20","二",114,"關於國家安全局收支公開及機密部分。（處理）","歲出部分","國防部","國家安全局","通過","馬文君;徐巧芯;黃仁;林楚茵;沈伯洋;羅美玲",NA,"外交及國防委員會","2024/12/4（外交及國防委員會）","351406000","凍結","2024-12-04","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112807/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國家安全局第2目「情報行政」項下「行政管理」中「業務費」預算編列3億5,140萬6千元。國家安全局特勤人員曾特別租屋看守賴清德總統萬里老家，媒體踢爆後緊急火速撤哨。惟設哨及撤哨的評估、支出費用、流程仍有疑義，應予說明。為避免浪費公帑之事再度發生，爰針對是項預算凍結300萬元，俟國家安全局於3個月內向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【5】",NA,"馬文君、徐巧芯、黃仁、林楚茵、沈伯洋、羅美玲","0","3000000","020100 情報行政 > 01 行政管理 > 2000 業務費",NA,NA,"328965000","22441000 (+7%)","https://www.nsb.gov.tw/zh/assets/documents/%E5%85%AC%E9%96%8B%E9%A0%90%E7%AE%97/4afc4b58-933c-41f5-b73c-b57ddc261a95.pdf"
3075,"委員會-11-2-35-20","四",114,"關於國家安全局收支公開及機密部分。（處理）","歲出部分","國防部","國家安全局","通過","陳冠廷;沈伯洋;羅美玲",NA,"外交及國防委員會","2024/12/4（外交及國防委員會）","17401000","凍結","2024-12-04","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112807/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國家安全局第2目「情報行政」項下「行政管理」中「業務費」之「通訊費」預算編列1,740萬1千元，辦理情報行政業務聯繫所需郵資、電話、數據通訊及網路通訊等費用，然113年度是項預算僅編列1,684萬元，114年度增加56萬1千元，而112年度則編列1,651萬9千元，其預算工作內容皆相同，114年度卻增加逾50萬元，宜在現有資源下妥善利用，避免資源浪費，撙節預算。爰針對是項預算凍結50萬元，俟國家安全局向立法院外交及國防委員會提出書面報告後，始得動支。【14】",NA,"陳冠廷、沈伯洋、羅美玲","0","500000","020100 情報行政 > 01 行政管理 > 2000 業務費 > 2009 通訊費",NA,NA,"16840000","561000 (+3%)","https://www.nsb.gov.tw/zh/assets/documents/%E5%85%AC%E9%96%8B%E9%A0%90%E7%AE%97/4afc4b58-933c-41f5-b73c-b57ddc261a95.pdf"
3076,"委員會-11-2-35-20","五",114,"關於國家安全局收支公開及機密部分。（處理）","歲出部分","國防部","國家安全局","通過","馬文君;徐巧芯;黃仁",NA,"外交及國防委員會","2024/12/4（外交及國防委員會）","22119000","凍結","2024-12-04","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112807/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國家安全局第2目「情報行政」項下「行政管理」中「業務費」之「資訊服務費」預算編列資訊室資訊網路機房設備維護等項經費2,211萬9千元。因所揭露資訊無法說明新增原因，其訪價、需更換設備之必要性及年限等資訊尚有疑慮，宜澄清說明，以避免浪費公帑。爰針對是項預算凍結200萬元，俟國家安全局於3個月內向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【16】",NA,"馬文君、徐巧芯、黃仁","0","2000000","020100 情報行政 > 01 行政管理 > 2000 業務費 > 2018 資訊服務費 > 子計畫","資訊室資訊網路機房設備維護等項經費22,119千元。",NA,"0","22119000 (--)","https://www.nsb.gov.tw/zh/assets/documents/%E5%85%AC%E9%96%8B%E9%A0%90%E7%AE%97/4afc4b58-933c-41f5-b73c-b57ddc261a95.pdf"
3078,"委員會-11-2-35-20","七",114,"關於國家安全局收支公開及機密部分。（處理）","歲出部分","國防部","國家安全局","通過","羅美玲;沈伯洋;陳冠廷",NA,"外交及國防委員會","2024/12/4（外交及國防委員會）","50369000","凍結","2024-12-04","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112807/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國家安全局第2目「情報行政」項下「行政管理」中「業務費」之「資訊服務費」預算編列5,036萬9千元。國家安全局自111年起，將「維持資安人員專業證照比率」列為年度關鍵績效指標目標值，惟觀其歷年資安人員證照比率，早於111年起就達88.89%，至112年更達91.39%，該績效衡量指標年度目標值下限卻訂於88%，恐不具挑戰性。經查，國家安全局於編列113年度預算書表時，將該指標之年度目標值設定為85%，惟截至113年6月底該比率實際數已達90.83%，國家安全局於編列114年度預算書表時再度提出88%之目標值，實應適度提高。爰針對是項預算凍結50萬元，俟國家安全局內向立法院外交及國防委員會提出書面報告後，始得動支。【19】",NA,"羅美玲、沈伯洋、陳冠廷","0","500000","020100 情報行政 > 01 行政管理 > 2000 業務費 > 2018 資訊服務費",NA,NA,"43445000","6924000 (+16%)","https://www.nsb.gov.tw/zh/assets/documents/%E5%85%AC%E9%96%8B%E9%A0%90%E7%AE%97/4afc4b58-933c-41f5-b73c-b57ddc261a95.pdf"
3089,"委員會-11-2-35-20","十八",114,"關於國家安全局收支公開及機密部分。（處理）","歲出部分","國防部","國家安全局","通過","黃仁;徐巧芯;馬文君",NA,"外交及國防委員會","2024/12/4（外交及國防委員會）","13990000","凍結","2024-12-04","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112807/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國家安全局第2目「情報行政」項下「行政管理」中「設備及投資」之「雜項設備費」預算編列槍擊偵測系統夜間攝影套件2套（含教育訓練）第二階段經費1,399萬元。經查112年度國家安全局編列購置槍擊偵測系統設備預算，其中夜間攝影設備(2套)經費為700萬元，與114年度編列所需預算相差甚遠。爰針對是項預算凍結300萬元，俟國家安全局於1個月內向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【63】",NA,"黃仁、徐巧芯、馬文君","0","3000000","020100 情報行政 > 01 行政管理 > 2000 業務費 > 3000 設備及投資 > 3035 雜項設備費 > 子計畫","槍擊偵測系統夜間攝影套件2套（含教育訓練）第二階段經費13,990千元（跨年期計畫全案14,730千元：113年度740千元、114年度13,990千元）。",NA,"740000","13250000 (+1791%)","https://www.nsb.gov.tw/zh/assets/documents/%E5%85%AC%E9%96%8B%E9%A0%90%E7%AE%97/4afc4b58-933c-41f5-b73c-b57ddc261a95.pdf"
3091,"委員會-11-2-35-20","二十",114,"關於國家安全局收支公開及機密部分。（處理）","歲出部分","國防部","國家安全局","通過","林憶君;馬文君;陳永康;沈伯洋;陳冠廷;羅美玲;黃仁;徐巧芯",NA,"外交及國防委員會","2024/12/4（外交及國防委員會）","50000000","凍結","2024-12-04","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112807/details?meetingDate=113/12/04&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國家安全局第2目「情報行政」項下「情報建築及設備」中「設備及投資」之「機械設備費」預算編列4,996萬8千元。國家安全局為我國情報統合機關，業務具高度機敏性，近年中共網軍對我政府發動大規模網域攻擊日益猖獗，該局應持續加強資安人員專業能力，資安人員專業能力如何提升與精進，對已面臨日益嚴峻之網域攻擊挑戰，若僅大幅編列多項資訊軟硬體設備及機房設備購置經費，恐有成效不彰之虞，國家安全局應予說明。爰針對是項預算凍結50萬元，俟國家安全局於3個月內向立法院外交及國防委員會提出書面報告後，始得動支。【73】","根據立委預算提案中所提科目，對照政府預算書該項應為 50000000 元。","林憶君、馬文君、陳永康、沈伯洋、陳冠廷、羅美玲、黃仁、徐巧芯","0","500000","020100 情報行政 > 03 情報建築及設備 > 3000 設備及投資 > 3020 機械設備費",NA,NA,"0","50000000 (--)","https://www.nsb.gov.tw/zh/assets/documents/%E5%85%AC%E9%96%8B%E9%A0%90%E7%AE%97/4afc4b58-933c-41f5-b73c-b57ddc261a95.pdf"
3104,"委員會-11-2-35-20","二",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","王定宇;羅美玲;沈伯洋;黃仁;徐巧芯;馬文君",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","15015000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國軍退除役官兵輔導委員會第2目「退除役官兵就學、職訓」項下「退除役官兵職業技術訓練」中「業務費」預算編列1,501萬5千元。國軍退除役官兵輔導委員會「產訓合作專班」係由國軍退除役官兵輔導委員會與用人企業共同進行招募並規劃訓練內容，結訓合格後直接由企業進用，費用由國軍退除役官兵輔導委員會全額負擔，經查國軍退除役官兵輔導委員會2018至2020年之「產訓合作專班」類別僅有客運項目，直至2022年起新增海運、天然氣、食品、鋼鐵、光電、電子、機械等項目，參訓人數有從2018年的10餘人增加至2024年的260人，成效逐年攀升。2025年國軍退除役官兵輔導委員會應將產訓合作類別擴大辦理，期許參訓規模再往上提高，以達照顧退除役官兵就業之目的。爰針對是項預算凍結150萬元，俟國軍退除役官兵輔導委員會於2個月內向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【13】",NA,"王定宇、羅美玲、沈伯洋、黃仁、徐巧芯、馬文君","0","1500000","5169010700 退除役官兵就學、職訓 > 02 退除役官兵職業技術訓練 > 2000 業務費",NA,NA,"13582000","1433000 (+11%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
3105,"委員會-11-2-35-20","三",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","陳冠廷;沈伯洋;王定宇",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","2722299000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國軍退除役官兵輔導委員會第3目「榮民及榮眷健康保險」項下「榮民健保醫療部分負擔」預算編列27億2,229萬9千元，較113年度增列4,490萬9千元，查本歲出項目有(1)榮民健康保險經費：(2)榮眷健康保險經費(3)榮民健保醫療部分負擔經費；查112年度決算數補助至國軍退除役官兵輔導委員會體系醫療機構就醫之無職榮民使用醫療必須，而健保不給付醫療項目等費用，計3億4,097萬6千餘元、130萬6千餘人次。113年迄至6月30日統計本項支出共1億6,522萬4千餘元、64萬2千餘人次，顯見本項歲出預算有高估之虞。為嚴格監督預算，有效運用資源，爰針對是項預算凍結500萬元，俟國軍退除役官兵輔導委員會於2個月內向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【14】",NA,"陳冠廷、沈伯洋、王定宇","0","5000000","6169010400 榮民及榮眷健康保險 > 03 榮民健保醫療部分負擔",NA,NA,"2677390000","44909000 (+2%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
3107,"委員會-11-2-35-20","五",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","馬文君;黃仁;徐巧芯",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","16678000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"國軍退除役官兵輔導委員會自110年6月開辦協助投保「微型保險」，為使經濟弱勢榮民及遺眷因發生意外事故致家庭經濟陷入困境，使其獲得基本保障，然查該工作計畫雖立意完善，但近兩年同期相較，投保人數明顯下滑，恐因保險理賠金額過低，保障項目過少，抑或後續投保缺乏誘因，導致投保人數遞減，應予檢討精進。爰針對114年度國軍退除役官兵輔導委員會第4目「退除役官兵服務救助與照顧」項下「基本行政工作維持」中「業務費」之「一般事務費」預算編列1,667萬8千元，凍結50萬元，俟國軍退除役官兵輔導委員會向立法院外交及國防委員會提出書面報告並經同意後，始得動支。  【20】",NA,"馬文君、黃仁、徐巧芯","0","500000","6269010900 退除役官兵服務救助與照顧 > 01 基本行政工作維持 > 2000 業務費 > 2054 一般事務費",NA,NA,"15574000","1104000 (+7%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
3111,"委員會-11-2-35-20","九",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","馬文君;黃仁;徐巧芯",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","3617000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國軍退除役官兵輔導委員會第4目「退除役官兵服務救助與照顧」項下「榮民及榮眷生活輔導宣慰及座談」中「業務費」預算編列361萬7千元，經查近年國軍退除役官兵輔導委員會為辦理榮民與新住民配偶生活適應輔導部分，針對新住民配偶接受就業媒合次數、參加職業訓練新住民補助等，具體數據皆逐年下滑，113年截至8月底補助0人，顯然能量不足，未達預期效果，應予檢討改善。爰針對是項預算凍結50萬元，俟國軍退除役官兵輔導委員會向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【25】",NA,"馬文君、黃仁、徐巧芯","0","500000","6269010900 退除役官兵服務救助與照顧 > 06 榮民及榮眷生活輔導宣慰及座談 > 2000 業務費",NA,NA,"3617000","0 (0%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
3112,"委員會-11-2-35-20","十",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","馬文君;黃仁;徐巧芯",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","2086000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國軍退除役官兵輔導委員會第4目「退除役官兵服務救助與照顧」項下「單身亡故榮民善後喪葬及遺產管理作業」中「業務費」預算編列208萬6千元，經查近5年辦理單身亡故榮民善後案件數逐年遞減，赴大陸地區查驗高額遺產繼承計畫有無執行，尚待說明，爰針對是項預算凍結20萬元，俟國軍退除役官兵輔導委員會向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【26】",NA,"馬文君、黃仁、徐巧芯","0","200000","6269010900 退除役官兵服務救助與照顧 > 07 單身亡故榮民善後喪葬及遺產管理作業 > 2000 業務費",NA,NA,"2086000","0 (0%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
3113,"委員會-11-2-35-20","十一",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","林楚茵;沈伯洋;王定宇",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","32000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國軍退除役官兵輔導委員會第4目「退除役官兵服務救助與照顧」項下「單身亡故榮民善後喪葬及遺產管理作業」中「業務費」之「大陸地區旅費」預算編列3萬2千元，係赴大陸地區查驗高額遺產繼承案件等差旅費3萬2千元。鑑於現今兩岸關係緊張，中國近年修訂國安法與相關規定，大幅增加我國公務員赴中風險。為避免赴中執行查核任務人員面臨中國官方刁難，甚至存在被拘禁等威脅，國軍退除役官兵輔導委員會不應再拘泥於親自現地訪查，有必要評估以其他科技替代方法進行身分查驗。爰針對是項預算凍結3萬元，俟國軍退除役官兵輔導委員會於3個月內向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【27】",NA,"林楚茵、沈伯洋、王定宇","0","30000","6269010900 退除役官兵服務救助與照顧 > 07 單身亡故榮民善後喪葬及遺產管理作業 > 2000 業務費 > 2075 大陸地區旅費",NA,NA,"22000","10000 (+45%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
3114,"委員會-11-2-35-20","十二",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","陳冠廷;沈伯洋;王定宇;馬文君;黃仁;徐巧芯",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","6000000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國軍退除役官兵輔導委員會第4目「退除役官兵服務救助與照顧」項下「海內外退伍軍人聯繫作業」中「業務費」之「一般事務費」預算編列600萬元，辦理我國海內外退伍軍人團體聯誼、國際交流、重要慶典、紀念日及其他活動經費420萬元；接待外賓及其他相關活動經費179萬元；刊物、名牌及其他等印製作業費1萬元，共計600萬元。本計畫經費辦理內容與國軍退除役官兵輔導委員會有關單位重疊，並且本計畫項下另外編有「獎補助費」－「對國內團體之捐助」(114年4百萬餘元)計畫內容說明也多有重複，無法判斷預算編列是否合理，為善盡監督預算職責，爰針對是項預算凍結50萬元，俟國軍退除役官兵輔導委員會於2個月內向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【29】",NA,"陳冠廷、沈伯洋、王定宇、馬文君、黃仁、徐巧芯","0","500000","6269010900 退除役官兵服務救助與照顧 > 08 海內外退伍軍人聯繫作業 > 2000 業務費 > 2054 一般事務費",NA,NA,"6000000","0 (0%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
3118,"委員會-11-2-35-20","十六",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","林楚茵;沈伯洋;王定宇",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","5452000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國軍退除役官兵輔導委員會第5目「一般行政」項下「幹部在職及役男替代役訓練」預算編列545萬2千元。查是項科目，113年度預算數僅296萬2千元，經費突增249萬元，將近113年度預算數之一倍。卻未說明兩年度間預算花用之差異何在，必要性尚有疑義，為有效運用公帑、撙節國家財政支出，爰針對是項預算凍結54萬元，俟國軍退除役官兵輔導委員會向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【40】",NA,"林楚茵、沈伯洋、王定宇","0","540000","6369010100 一般行政 > 03 幹部在職及役男替代役訓練",NA,NA,"2962000","2490000 (+84%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
3121,"委員會-11-2-35-20","十九",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","黃仁;馬文君;徐巧芯;林憶君",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","5100000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國軍退除役官兵輔導委員會第5目「一般行政」項下「辦理榮民工程公司清理計畫」中「獎補助費」之「對特種基金之補助」預算編列510萬元。榮民工程股份有限公司自109年5月1日起正式進入解散清算程序，惟辦理勞保補償金追繳作業截至113年8月底止，尚有部分未完成追繳及請領事項未完成。爰針對是項預算凍結50萬元，俟國軍退除役官兵輔導委員會於2個月內向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【55】",NA,"黃仁、馬文君、徐巧芯、林憶君","0","500000","6369010100 一般行政 > 05 辦理榮民工程公司清理計畫 > 4000 獎補助費 > 4030 對特種基金之補助",NA,NA,"7074000","-1974000 (-28%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
3123,"委員會-11-2-35-20","二十一",114,"關於國軍退除役官兵輔導委員會主管收支部分。（處理）","歲出部分","退輔會","國軍退除役官兵輔導委員會","通過","陳冠廷;沈伯洋;王定宇",NA,"外交及國防委員會","2024/12/5（外交及國防委員會）","1670769000","凍結","2024-12-05","第11屆第2會期外交及國防委員會第20次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112806/details?meetingDate=113/12/05&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度國軍退除役官兵輔導委員會第6目「榮民醫療照護」項下「對榮民及特定醫療體系之補助」預算編列16億7,076萬9千元，較113年度增列獎補助費等222萬8千元。本預算數獎補助內容所述，其中：(1)補助各榮民總醫院分院執行公共衛生政策經費2億3,778萬元；(2)補助各級榮民總醫院附設住宿式長期照顧機構收住公務預算補助住民照護作業經費4億8,913萬5千元，此2項計畫內容的對象、執行方式、人數(次)未能呈現，且未有績效評估方法，難以嚴格監督，爰針對是項預算凍結200萬元，俟國軍退除役官兵輔導委員會於2個月內向立法院外交及國防委員會提出書面報告並經同意後，始得動支。【57】",NA,"陳冠廷、沈伯洋、王定宇","0","2000000","6369010300 榮民醫療照護 > 01 對榮民及特定醫療體系之補助",NA,NA,"1668541000","2228000 (0%)","https://www.vac.gov.tw/cp-2408-168250-1.html"
